Word,MorphStatus,Lang,ImmSA,ImmAllo,FlatClass,FlatSA,Flat,Class,SylCnt,StrsPat
sparring-partner,C,,FS,N,VN,FS,sparring[V]+partner[N][N],N,4,1xxx
sparrow,M,,S,N,N,S,sparrow[N],N,2,1x
sparse,M,,S,N,A,S,sparse[A],A,1,1
sparsely,C,,SA,N,Ax,SA,sparse[A]+ly[B|A.][B],ADV,2,1x
sparseness,C,,SA,N,Ax,SA,sparse[A]+ness[N|A.][N],N,2,1x
sparsity,C,,SA,N,Ax,SA,sparse[A]+ity[N|A.][N],N,3,1xx
Sparta,I,,,,,,,N,2,1x
Spartan,C,,SA,N,Nx,SA,Sparta[N]+an[N|N.][N],N,2,1x
spartan,Z,,S,N,Nx,SA,Sparta[N]+an[N|N.][N][A],A,2,1x
spasm,M,,S,N,N,S,spasm[N],N,2,1x
spasmodic,C,,SA,N,Nx,SA,spasm[N]+ic[A|N.][A],A,3,x1x
spasmodical,C,,SA,N,Nx,SA,spasm[N]+ical[A|N.][A],A,4,x1xx
spasmodically,C,,SA,N,Nxx,SAA,spasm[N]+ic[A|N.][A]+ally[B|A.][B],ADV,5,x1xxx
spastic,Z,,S,N,Nx,SA,spasm[N]+ic[A|N.][A][N],N,2,1x
spastic,C,,SA,N,Nx,SA,spasm[N]+ic[A|N.][A],A,2,1x
spat,M,A,S,N,N,S,spat[N],N,1,1
spatchcock,O,,,,,,,V,2,1x
spatchcock,O,,,,,,,N,2,1x
spate,M,,S,N,N,S,spate[N],N,1,1
spatial,C,,SA,N,Nx,SA,space[N]+ial[A|N.][A],A,2,1x
spatially,C,,SA,N,Nxx,SAA,space[N]+ial[A|N.][A]+ly[B|A.][B],ADV,3,1xx
spatter,Z,,S,N,V,S,spatter[V][N],N,2,1x
spatter,M,,S,N,V,S,spatter[V],V,2,1x
spatula,M,,S,N,N,S,spatula[N],N,3,1xx
spavin,M,,S,N,N,S,spavin[N],N,2,1x
spavined,C,,SA,N,Nx,SA,spavin[N]+ed[A|N.][A],A,2,1x
spawn,Z,,S,N,V,S,spawn[V][N],N,1,1
spawn,M,,S,N,V,S,spawn[V],V,1,1
spay,M,,S,N,V,S,spay[V],V,1,1
speak,M,,S,N,V,S,speak[V],V,1,1
speakable,C,,SA,N,Vx,SA,speak[V]+able[A|V.][A],A,3,1xx
speakeasy,C,,SS,N,VNx,SSA,speak[V]+ease[N]+y[A|N.][A][N],N,3,1xx
speaker,C,,SA,N,Vx,SA,speak[V]+er[N|V.][N],N,2,1x
speakership,C,,SA,N,Vxx,SAA,speak[V]+er[N|V.][N]+ship[N|N.][N],N,3,1xx
speak for,C,,SS,N,VP,SS,speak[V]+for[P][V],V,2,1x
speaking-trumpet,C,,FS,N,VNx,FSA,speaking[V]+trump[N]+et[N|N.][N][N],N,4,1xxx
speaking-tube,C,,FS,N,VN,FS,speaking[V]+tube[N][N],N,3,1xx
speak out,C,,SS,N,VB,SS,speak[V]+out[B][V],V,2,x1
speak to,C,,SS,N,VP,SS,speak[V]+to[P][V],V,2,1x
speak up,C,,SS,N,VB,SS,speak[V]+up[B][V],V,2,x1
spear,M,,S,N,N,S,spear[N],N,1,1
spear,Z,,S,N,N,S,spear[N][V],V,1,1
spearhead,C,,SS,N,NN,SS,spear[N]+head[N][N],N,2,1x
spearhead,Z,,S,N,NN,SS,spear[N]+head[N][N][V],V,2,1x
spearmint,C,,SS,N,NN,SS,spear[N]+mint[N][N],N,2,1x
spec,C,,S,C,Vx,SA,speculate[V]+ion[N|V.][N][N],N,1,1
special,Z,,S,N,A,S,special[A][N],N,2,1x
special,O,,,,,,,A,2,1x
special delivery,C,,SS,N,AVx,SSA,special[A]+deliver[V]+ery[N|V.][N][N],N,6,xxx1xx
specialist,C,,SA,N,Ax,SA,special[A]+ist[N|A.][N],N,3,1xx
speciality,C,,SA,N,Ax,SA,special[A]+ity[N|A.][N],N,5,xx1xx
specialization,C,,SA,N,Axx,SAA,special[A]+ize[V|A.][V]+ation[N|V.][N],N,5,xxx1x
specialize,C,,SA,N,Ax,SA,special[A]+ize[V|A.][V],V,3,1xx
specialized,Z,,F,N,V,F,specialized[V][A],A,3,1xx
special licence,C,,SS,N,AV,SS,special[A]+license[V][N][N],N,4,xx1x
specially,C,,SA,N,Ax,SA,special[A]+ly[B|A.][B],ADV,3,1xx
special pleading,C,,SS,N,AV,SF,special[A]+pleading[V][N][N],N,4,xx1x
special student,C,,SS,N,AVx,SSA,special[A]+study[V]+ent[N|V.][N][N],N,4,xx1x
specialty,C,,SA,N,Ax,SA,special[A]+ty[N|A.][N],N,3,1xx
specie,M,,S,N,N,S,specie[N],N,2,1x
species,M,,S,N,N,S,species[N],N,2,1x
specific,Z,,S,N,Vx,SA,specify[V]+ic[A|V.][A][N],N,3,x1x
specific,C,,SA,N,Vx,SA,specify[V]+ic[A|V.][A],A,3,x1x
specifically,C,,SA,N,Vxx,SAA,specify[V]+ic[A|V.][A]+ally[B|A.][B],ADV,5,x1xxx
specification,C,,SA,N,Vx,SA,specify[V]+ation[N|V.][N],N,5,xxx1x
specific gravity,C,,SS,N,VxN,SAS,specify[V]+ic[A|V.][A]+gravity[N][N],N,6,xxx1xx
specificity,C,,SA,N,Vxx,SAA,specify[V]+ic[A|V.][A]+ity[N|A.][N],N,5,xx1xx
specifics,C,,SA,N,Vxx,SAA,specify[V]+ic[A|V.][A]+s[N|A.][N],N,3,x1x
specify,O,,,,,,,V,3,1xx
specimen,M,,S,N,N,S,specimen[N],N,3,1xx
specious,O,,,,,,,A,2,1x
speciously,C,,SA,N,Ax,SA,specious[A]+ly[B|A.][B],ADV,3,1xx
speciousness,C,,SA,N,Ax,SA,specious[A]+ness[N|A.][N],N,3,1xx
speck,M,,S,N,N,S,speck[N],N,1,1
specked,C,,SA,N,Nx,SA,speck[N]+ed[A|N.][A],A,1,1
speckle,M,,S,N,N,S,speckle[N],N,2,1x
speckled,C,,SA,N,Nx,SA,speckle[N]+ed[A|N.][A],A,2,1x
speckless,C,,SA,N,Nx,SA,speck[N]+less[A|N.][A],A,2,1x
specs,C,,S,C,N,S,spectacles[N][N],N,1,1
spectacle,M,,S,N,N,S,spectacle[N],N,3,1xx
spectacled,C,,SA,N,Nx,SA,spectacle[N]+ed[A|N.][A],A,3,1xx
spectacles,O,,,,,,,N,3,1xx
spectacular,Z,,S,N,Nx,SA,spectacle[N]+ular[A|N.][A][N],N,4,x1xx
spectacular,C,,SA,N,Nx,SA,spectacle[N]+ular[A|N.][A],A,4,x1xx
spectacularly,C,,SA,N,Nxx,SAA,spectacle[N]+ular[A|N.][A]+ly[B|A.][B],ADV,5,x1xxx
spectator,O,,,,,,,N,3,x1x
spectral,C,,SA,N,Nx,SA,spectre[N]+al[A|N.][A],A,2,1x
spectre,M,,S,N,N,S,spectre[N],N,2,1x
spectroscope,R,,,,,,,N,3,1xx
spectroscopic,C,,SA,N,Nx,SA,spectroscope[N]+ic[A|N.][A],A,4,xx1x
spectrum,R,,,,,,,N,2,1x
speculate,O,,,,,,,V,3,1xx
speculation,C,,SA,N,Vx,SA,speculate[V]+ion[N|V.][N],N,4,xx1x
speculative,C,,SA,N,Vxx,SAA,speculate[V]+ion[N|V.][N]+ive[A|N.][A],A,4,1xxx
speculatively,C,,SA,N,Vxxx,SAAA,speculate[V]+ion[N|V.][N]+ive[A|N.][A]+ly[B|A.][B],ADV,5,1xxxx
speculator,C,,SA,N,Vx,SA,speculate[V]+or[N|V.][N],N,4,1xxx
speech,M,,S,N,N,S,speech[N],N,1,1
speech-day,C,,SS,N,NN,SS,speech[N]+day[N][N],N,2,1x
speechify,C,,SA,N,Nx,SA,speech[N]+ify[V|N.][V],V,3,1xx
speechless,C,,SA,N,Nx,SA,speech[N]+less[A|N.][A],A,2,1x
speechlessly,C,,SA,N,Nxx,SAA,speech[N]+less[A|N.][A]+ly[B|A.][B],ADV,3,1xx
speechlessness,C,,SA,N,Nxx,SAA,speech[N]+less[A|N.][A]+ness[N|A.][N],N,3,1xx
speech therapist,C,,SS,N,NNx,SSA,speech[N]+therapy[N]+ist[N|N.][N][N],N,4,1xxx
speech therapy,C,,SS,N,NN,SS,speech[N]+therapy[N][N],N,4,x1xx
speed,Z,,S,N,V,S,speed[V][N],N,1,1
speed,M,,S,N,V,S,speed[V],V,1,1
speedboat,C,,SS,N,VN,SS,speed[V][N]+boat[N][N],N,2,1x
speed-cop,C,,SS,N,VV,SS,speed[V][N]+cop[V][N][N],N,2,1x
speedily,C,,SA,N,Vxx,SAA,speed[V][N]+y[A|N.][A]+ly[B|A.][B],ADV,3,1xx
speed-indicator,C,,SS,N,VVx,SSA,speed[V][N]+indicate[V]+or[N|V.][N][N],N,5,1xxxx
speediness,C,,SA,N,Vxx,SAA,speed[V][N]+y[A|N.][A]+ness[N|A.][N],N,3,1xx
speeding,Z,,F,N,V,F,speeding[V][N],N,2,1x
speed-limit,C,,SS,N,VN,SS,speed[V][N]+limit[N][N],N,3,1xx
speedo,C,,S,C,VxN,SAS,speed[V][N]+o[N|N.N]+meter[N][N][N],N,2,1x
speedometer,C,,SAS,N,VxN,SAS,speed[V][N]+o[N|N.N]+meter[N][N],N,4,x1xx
speed trap,C,,SS,N,VN,SS,speed[V][N]+trap[N][N],N,2,1x
speed-up,Z,,S,N,VB,SS,speed[V]+up[B][V][N],N,2,1x
speed up,C,,SS,N,VB,SS,speed[V]+up[B][V],V,2,x1
speedway,C,,SS,N,VN,SS,speed[V][N]+way[N][N],N,2,1x
speedwell,C,,SS,N,VB,SS,speed[V]+well[B][N],N,2,1x
speedy,C,,SA,N,Vx,SA,speed[V][N]+y[A|N.][A],A,2,1x
speleological,C,,SA,N,Nx,SA,speleology[N]+ical[A|N.][A],A,5,xx1xx
speleologist,C,,SA,N,Nx,SA,speleology[N]+ist[N|N.][N],N,5,xx1xx
speleology,O,,,,,,,N,5,xx1xx
spell,M,,S,N,N,S,spell[N],N,1,1
spell,M,,S,N,V,S,spell[V],V,1,1
spell,M,,S,N,V,S,spell[V],V,1,1
spellbind,C,,SS,N,NV,SS,spell[N]+bind[V][V],V,2,1x
spellbinder,C,,SA,N,NVx,SSA,spell[N]+bind[V][V]+er[N|V.][N],N,3,1xx
spellbound,C,,SS,N,NV,SF,spell[N]+bound[V][A][A],A,2,1x
speller,C,,SA,N,Vx,SA,spell[V]+er[N|V.][N],N,2,1x
spelling,Z,,F,N,V,F,spelling[V][N],N,2,1x
spell out,C,,SS,N,VB,SS,spell[V]+out[B][V],V,2,x1
spelt,M,,S,N,N,S,spelt[N],N,1,1
spend,M,,S,N,V,S,spend[V],V,1,1
spender,C,,SA,N,Vx,SA,spend[V]+er[N|V.][N],N,2,1x
spending money,C,,FS,N,VN,FS,spending[V]+money[N][N],N,4,1xxx
spendthrift,C,,SS,N,VN,SS,spend[V]+thrift[N][N],N,2,1x
spent,M,,S,N,A,S,spent[A],A,1,1
sperm,M,,S,N,N,S,sperm[N],N,1,1
spermaceti,R,,,,,,,N,4,xx1x
spermatozoon,R,,,,,,,N,5,xxx1x
sperm-whale,C,,SS,B,NN,SS,spermaceti[N]+whale[N][N],N,2,1x
spew,M,,S,N,V,S,spew[V],V,1,1
sphagnum,R,,,,,,,N,2,1x
sphere,M,,S,N,N,S,sphere[N],N,1,1
spherical,C,,SA,N,Nx,SA,sphere[N]+ical[A|N.][A],A,3,1xx
spheroid,C,,SA,N,Nx,SA,sphere[N]+oid[N|N.][N],N,2,1x
sphincter,M,,S,N,N,S,sphincter[N],N,2,1x
sphinx,M,,S,N,N,S,sphinx[N],N,1,1
spice,M,,S,N,N,S,spice[N],N,1,1
spice,Z,,S,N,N,S,spice[N][V],V,1,1
spicily,C,,SA,N,Nxx,SAA,spice[N]+y[A|N.][A]+ly[B|A.][B],ADV,3,1xx
spiciness,C,,SA,N,Nxx,SAA,spice[N]+y[A|N.][A]+ness[N|A.][N],N,3,1xx
spick-and-span,I,,,,,,,A,3,xx1
spicy,C,,SA,N,Nx,SA,spice[N]+y[A|N.][A],A,2,1x
spider,M,,S,N,N,S,spider[N],N,2,1x
spidery,C,,SA,N,Nx,SA,spider[N]+y[A|N.][A],A,3,1xx
spiel,M,,S,N,N,S,spiel[N],N,1,1
spiel,Z,,S,N,N,S,spiel[N][V],V,1,1
spigot,M,,S,N,N,S,spigot[N],N,2,1x
spike,M,,S,N,N,S,spike[N],N,1,1
spike,Z,,S,N,N,S,spike[N][V],V,1,1
spikenard,M,,S,N,N,S,spikenard[N],N,2,1x
spiky,C,,SA,N,Nx,SA,spike[N]+y[A|N.][A],A,2,1x
spill,Z,,S,N,V,S,spill[V][N],N,1,1
spill,M,,S,N,V,S,spill[V],V,1,1
spillover,Z,,S,N,VP,SS,spill[V]+over[P][B][V][N],N,3,1xx
spill over,C,,SS,N,VP,SS,spill[V]+over[P][B][V],V,3,x1x
spillway,C,,SS,N,VN,SS,spill[V]+way[N][N],N,2,1x
spin,Z,,S,N,V,S,spin[V][N],N,1,1
spin,M,,S,N,V,S,spin[V],V,1,1
spina bifida,U,,,,,,,N,5,xx1xx
spinach,M,,S,N,N,S,spinach[N],N,2,1x
spinal,C,,SA,N,Nx,SA,spine[N]+al[A|N.][A],A,2,1x
spinal cord,C,,SS,N,NxN,SAS,spine[N]+al[A|N.][A]+cord[N][N],N,3,xx1
spindle,M,,S,N,N,S,spindle[N],N,2,1x
spindle-berry,C,,SS,N,NN,SS,spindle[N]+berry[N][N],N,4,1xxx
spindle-legged,C,,SSA,N,NNx,SSA,spindle[N]+leg[N]+ed[A|NN.][A],A,3,1xx
spindle-shanked,C,,SSA,N,NNx,SSA,spindle[N]+shank[N]+ed[A|NN.][A],A,3,1xx
spindle-shanks,C,,SF,N,NN,SF,spindle[N]+shanks[N][N],N,3,1xx
spindle-tree,C,,SS,N,NN,SS,spindle[N]+tree[N][N],N,3,1xx
spindly,C,,SA,N,Nx,SA,spindle[N]+y[A|N.][A],A,2,1x
spin-drier,C,,SA,N,VAx,SSA,spin[V]+dry[A][V][V]+er[N|V.][N],N,3,x1x
spindrift,C,,SS,N,VV,SS,spin[V]+drift[V][N][N],N,2,1x
spin-dry,C,,SS,N,VA,SS,spin[V]+dry[A][V][V],V,2,x1
spine,M,,S,N,N,S,spine[N],N,1,1
spineless,C,,SA,N,Nx,SA,spine[N]+less[A|N.][A],A,2,1x
spinelessly,C,,SA,N,Nxx,SAA,spine[N]+less[A|N.][A]+ly[B|A.][B],ADV,3,1xx
spinelessness,C,,SA,N,Nxx,SAA,spine[N]+less[A|N.][A]+ness[N|A.][N],N,3,1xx
spinet,M,,S,N,N,S,spinet[N],N,2,x1
spinnaker,O,,,,,,,N,3,1xx
spinner,C,,SA,N,Vx,SA,spin[V]+er[N|V.][N],N,2,1x
spinney,R,B,,,,,,N,2,1x
spinning jenny,C,,FS,N,VN,FS,spinning[V]+jenny[N][N],N,4,xx1x
spinning-wheel,C,,FS,N,VN,FS,spinning[V]+wheel[N][N],N,3,1xx
spin-off,Z,,S,N,VB,SS,spin[V]+off[B][V][N],N,2,1x
spin off,C,,SS,N,VB,SS,spin[V]+off[B][V],V,2,x1
spin out,C,,SS,N,VB,SS,spin[V]+out[B][V],V,2,x1
spinster,C,,SA,N,Vx,SA,spin[V]+ster[N|V.][N],N,2,1x
spinsterhood,C,,SA,N,Vxx,SAA,spin[V]+ster[N|V.][N]+hood[N|N.][N],N,3,1xx
spiny,C,,SA,N,Nx,SA,spine[N]+y[A|N.][A],A,2,1x
spiral,C,,SA,N,Nx,SA,spire[N]+al[N|N.][N],N,3,1xx
spiral,Z,,S,N,Nx,SA,spire[N]+al[N|N.][N][V],V,3,1xx
spiral,C,,SA,N,Nx,SA,spire[N]+al[A|N.][A],A,3,1xx
spire,M,,S,N,N,S,spire[N],N,2,1x
spirit,M,,S,N,N,S,spirit[N],N,2,1x
spirit,Z,,S,N,N,S,spirit[N][V],V,2,1x
Spirit,I,,,,,,,N,2,1x
spirited,C,,SA,N,Nx,SA,spirit[N]+ed[A|N.][A],A,3,1xx
spirit-lamp,C,,SS,N,NN,SS,spirit[N]+lamp[N][N],N,3,1xx
spiritless,C,,SA,N,Nx,SA,spirit[N]+less[A|N.][A],A,3,1xx
spiritlessly,C,,SA,N,Nxx,SAA,spirit[N]+less[A|N.][A]+ly[B|A.][B],ADV,4,1xxx
spiritlessness,C,,SA,N,Nxx,SAA,spirit[N]+less[A|N.][A]+ness[N|A.][N],N,4,1xxx
spirit-level,C,,SS,N,NN,SS,spirit[N]+level[N][N],N,4,1xxx
spirit-rapper,C,,SSA,N,NVx,SSA,spirit[N]+rap[V]+er[N|NV.][N],N,4,1xxx
spirits,Z,,F,N,N,F,spirits[N][N],N,2,1x
spirit-stove,C,,SS,N,NN,SS,spirit[N]+stove[N][N],N,3,1xx
spiritual,Z,,S,N,Nx,SA,spirit[N]+ual[A|N.][A][N],N,3,1xx
spiritual,C,,SA,N,Nx,SA,spirit[N]+ual[A|N.][A],A,3,1xx
spiritualism,C,,SA,N,Nxx,SAA,spirit[N]+ual[A|N.][A]+ism[N|A.][N],N,5,1xxxx
spiritualist,C,,SA,N,Nxxx,SAAA,spirit[N]+ual[A|N.][A]+ism[N|A.][N]+ist[N|N.][N],N,4,1xxx
spiritualistic,C,,SA,N,Nxxxx,SAAAA,spirit[N]+ual[A|N.][A]+ism[N|A.][N]+ist[N|N.][N]+ic[A|N.][A],A,5,xxx1x
spirituality,C,,SA,N,Nxx,SAA,spirit[N]+ual[A|N.][A]+ity[N|A.][N],N,6,xxx1xx
spiritualization,C,,SA,N,Nxxx,SAAA,spirit[N]+ual[A|N.][A]+ize[V|A.][V]+ation[N|V.][N],N,6,xxxx1x
spiritualize,C,,SA,N,Nxx,SAA,spirit[N]+ual[A|N.][A]+ize[V|A.][V],V,4,1xxx
spiritually,C,,SA,N,Nxx,SAA,spirit[N]+ual[A|N.][A]+ly[B|A.][B],ADV,4,1xxx
spirituous,C,,SA,N,Nx,SA,spirit[N]+ous[A|N.][A],A,3,1xx
spit,Z,,S,N,V,S,spit[V][N],N,1,1
spit,M,,S,N,V,S,spit[V],V,1,1
spit,Z,,S,N,N,S,spit[N][V],V,1,1
spit,M,,S,N,N,S,spit[N],N,1,1
spit and polish,I,,,,,,,N,4,xx1x
spite,Z,,S,N,V,S,spite[V][N],N,1,1
spite,M,,S,N,V,S,spite[V],V,1,1
spiteful,C,,SA,N,Vx,SA,spite[V][N]+ful[A|N.][A],A,2,1x
spitefully,C,,SA,N,Vxx,SAA,spite[V][N]+ful[A|N.][A]+ly[B|A.][B],ADV,3,1xx
spitefulness,C,,SA,N,Vxx,SAA,spite[V][N]+ful[A|N.][A]+ness[N|A.][N],N,3,1xx
spitfire,C,,SS,N,VN,SS,spit[V]+fire[N][N],N,3,1xx
spitting image,C,,SAS,N,VxN,SAS,spit[V][N]+ing[N|N.N]+image[N][N],N,4,xx1x
spittle,C,,SA,N,Vx,SA,spit[V]+le[N|V.][N],N,2,1x
spittoon,M,,S,N,N,S,spittoon[N],N,2,x1
spit up,C,,SS,N,VB,SS,spit[V]+up[B][V],V,2,x1
spiv,M,B,S,N,N,S,spiv[N],N,1,1
spivvy,C,,SA,N,Nx,SA,spiv[N]+y[A|N.][A],A,2,1x
splash,Z,,S,N,V,S,splash[V][N],N,1,1
splash,M,,S,N,V,S,splash[V],V,1,1
splash,Z,,S,N,V,S,splash[V][N][B],ADV,1,1
splash down,C,,SS,N,VB,SS,splash[V]+down[B][V],V,2,x1
splashdown,Z,,S,N,VB,SS,splash[V]+down[B][V][N],N,2,1x
splashy,C,,SA,N,Vx,SA,splash[V][N]+y[A|N.][A],A,2,1x
splat,M,,S,N,N,S,splat[N],N,1,1
splat,Z,,S,N,N,S,splat[N][B],ADV,1,1
splatter,C,,SA,N,Nx,SA,splat[N]+er[V|N.][V],V,2,1x
splay,Z,,S,N,V,S,splay[V][N],N,1,1
splay,M,,S,N,V,S,splay[V],V,1,1
splay,Z,,S,N,V,S,splay[V][A],A,1,1
splayfoot,C,,SS,N,VN,SS,splay[V][A]+foot[N][N],N,2,1x
splayfooted,C,,SA,N,VNx,SSA,splay[V][A]+foot[N][N]+ed[A|N.][A],A,3,x1x
spleen,M,,S,N,N,S,spleen[N],N,1,1
splendid,O,,,,,,,A,2,1x
splendidly,C,,SA,N,Ax,SA,splendid[A]+ly[B|A.][B],ADV,3,1xx
splendiferous,O,,,,,,,A,4,x1xx
splendour,C,,SA,N,Ax,SA,splendid[A]+our[N|A.][N],N,2,1x
splenetic,C,,SA,D,Nx,SA,spleen[N]+etic[A|N.][A],A,3,x1x
splice,Z,,S,N,V,S,splice[V][N],N,1,1
splice,M,,S,N,V,S,splice[V],V,1,1
splicer,C,,SA,N,Vx,SA,splice[V]+er[N|V.][N],N,2,1x
splint,M,,S,N,N,S,splint[N],N,1,1
splinter,R,,,,,,,N,2,1x
splinter,Z,,S,N,N,S,splinter[N][V],V,2,1x
splinter-proof,C,,SA,N,Nx,SA,splinter[N]+proof[A|N.][A],A,3,1xx
splintery,C,,SA,N,Nx,SA,splinter[N]+y[A|N.][A],A,3,1xx
split,Z,,S,N,V,S,split[V][N],N,1,1
split,M,,S,N,V,S,split[V],V,1,1
split-level,C,,FS,N,VN,FS,split[V]+level[N][A],A,3,x1x
split pea,C,,FS,N,VN,FS,split[V]+pea[N][N],N,2,x1
split personality,C,,FS,N,VNxx,FSAA,split[V]+person[N]+al[A|N.][A]+ity[N|A.][N][N],N,6,xxx1xx
split ring,C,,FS,N,VN,FS,split[V]+ring[N][N],N,2,x1
splits,Z,,F,N,N,F,splits[N][N],N,1,1
split second,C,,FS,N,VQ,FS,split[V]+second[Q][N][N],N,3,x1x
split-second,Z,,S,N,VQ,FS,split[V]+second[Q][N][N][A],A,3,x1x
splitting,Z,,F,N,V,F,splitting[V][A],A,2,1x
splodge,M,,S,N,N,S,splodge[N],N,1,1
splodge,Z,,S,N,N,S,splodge[N][V],V,1,1
splotch,M,,S,N,N,S,splotch[N],N,1,1
splotch,Z,,S,N,N,S,splotch[N][V],V,1,1
splotchy,C,,SA,N,Nx,SA,splotch[N]+y[A|N.][A],A,2,1x
splurge,M,,S,N,N,S,splurge[N],N,1,1
splurge,Z,,S,N,N,S,splurge[N][V],V,1,1
splutter,R,,,,,,,N,2,1x
splutter,Z,,S,N,N,S,splutter[N][V],V,2,1x
Spode,Z,,S,N,N,S,Spode[N][N],N,1,1
Spode,I,,,,,,,N,1,1
spoil,Z,,S,N,V,S,spoil[V][N],N,1,1
spoil,M,,S,N,V,S,spoil[V],V,1,1
spoil,M,,S,N,V,S,spoil[V],V,1,1
spoilage,C,,SA,N,Vx,SA,spoil[V]+age[N|V.][N],N,2,1x
spoiler,C,,SA,N,Vx,SA,spoil[V]+er[N|V.][N],N,2,1x
spoil for,C,,SS,N,VP,SS,spoil[V]+for[P][V],V,2,1x
spoils,Z,,F,N,N,F,spoils[N][N],N,1,1
spoilsport,C,,SS,N,VN,SS,spoil[V]+sport[N][N],N,2,1x
spoke,M,,S,N,N,S,spoke[N],N,1,1
spokeshave,C,,SS,N,NV,SS,spoke[N]+shave[V][N][N],N,2,1x
spokesman,C,,FAS,N,VxN,FAS,spoke[V]+s[N|V.N]+man[N][N],N,2,1x
spokeswoman,C,,FAS,N,VxN,FAS,spoke[V]+s[N|V.N]+woman[N][N],N,3,1xx
spoliate,O,,,,,,,V,3,1xx
spoliation,C,,SA,N,Vx,SA,spoliate[V]+ion[N|V.][N],N,4,xx1x
spondaic,C,,SA,N,Nx,SA,spondee[N]+ic[A|N.][A],A,3,x1x
spondee,M,,S,N,N,S,spondee[N],N,2,1x
sponge,M,,S,N,N,S,sponge[N],N,1,1
sponge,Z,,S,N,N,S,sponge[N][V],V,1,1
sponge bag,C,,SS,N,NN,SS,sponge[N]+bag[N][N],N,2,1x
sponge-cake,C,,SS,N,NN,SS,sponge[N]+cake[N][N],N,2,1x
sponger,C,,SA,N,Nx,SA,sponge[N][V]+er[N|V.][N],N,2,1x
sponginess,C,,SA,N,Nxx,SAA,sponge[N]+y[A|N.][A]+ness[N|A.][N],N,3,1xx
spongy,C,,SA,N,Nx,SA,sponge[N]+y[A|N.][A],A,2,1x
sponsor,O,,,,,,,N,2,1x
sponsor,Z,,S,N,N,S,sponsor[N][V],V,2,1x
sponsorship,C,,SA,N,Nx,SA,sponsor[N]+ship[N|N.][N],N,3,1xx
spontaneity,C,,SA,N,Ax,SA,spontaneous[A]+ity[N|A.][N],N,5,xx1xx
spontaneous,O,,,,,,,A,3,x1x
spontaneously,C,,SA,N,Ax,SA,spontaneous[A]+ly[B|A.][B],ADV,4,x1xx
spontaneousness,C,,SA,N,Ax,SA,spontaneous[A]+ness[N|A.][N],N,4,x1xx
spoof,M,,S,N,N,S,spoof[N],N,1,1
spoof,Z,,S,N,N,S,spoof[N][V],V,1,1
spook,M,,S,N,N,S,spook[N],N,1,1
spook,Z,A,S,N,N,S,spook[N][V],V,1,1
spooky,C,,SA,N,Nx,SA,spook[N]+y[A|N.][A],A,2,1x
spool,M,,S,N,N,S,spool[N],N,1,1
spoon,M,,S,N,N,S,spoon[N],N,1,1
spoon,Z,,S,N,N,S,spoon[N][V],V,1,1
Spooner,I,,,,,,,N,2,1x
spoonerism,C,,SA,N,Nx,SA,Spooner[N]+ism[N|N.][N],N,4,1xxx
spoonfeed,C,,SS,N,NV,SS,spoon[N]+feed[V][V],V,2,1x
spoonful,C,,SA,N,Nx,SA,spoon[N]+ful[N|N.][N],N,2,1x
spoor,M,,S,N,N,S,spoor[N],N,1,1
sporadic,O,,,,,,,A,3,x1x
sporadically,C,,SA,N,Ax,SA,sporadic[A]+ally[B|A.][B],ADV,4,x1xx
spore,M,,S,N,N,S,spore[N],N,1,1
sporran,M,,S,N,N,S,sporran[N],N,2,1x
sport,M,,S,N,N,S,sport[N],N,1,1
sport,Z,,S,N,N,S,sport[N][V],V,1,1
sportiness,C,,SA,N,Nxx,SAA,sport[N]+y[A|N.][A]+ness[N|A.][N],N,3,1xx
sporting,Z,,F,N,V,F,sporting[V][A],A,2,1x
sportingly,C,,SA,N,Vx,FA,sporting[V][A]+ly[B|A.][B],ADV,3,1xx
sportive,C,,SA,N,Nx,SA,sport[N]+ive[A|N.][A],A,2,1x
sportively,C,,SA,N,Nxx,SAA,sport[N]+ive[A|N.][A]+ly[B|A.][B],ADV,3,1xx
sportiveness,C,,SA,N,Nxx,SAA,sport[N]+ive[A|N.][A]+ness[N|A.][N],N,3,1xx
sports,Z,,F,N,N,F,sports[N][N],N,1,1
sports-car,C,,SS,N,NN,FS,sports[N][N]+car[N][N],N,2,1x
sports-coat,C,,SS,N,NN,FS,sports[N][N]+coat[N][N],N,2,1x
sports-editor,C,,SS,N,NVx,FSA,sports[N][N]+edit[V]+or[N|V.][N][N],N,4,1xxx
sports-jacket,C,,SS,N,NNx,FSA,sports[N][N]+jack[N]+et[N|N.][N][N],N,3,1xx
sportsman,C,,SAS,N,NxN,SAS,sport[N]+s[N|N.N]+man[N][N],N,2,1x
sportsmanlike,C,,SA,N,NxNx,SASA,sport[N]+s[N|N.N]+man[N][N]+like[A|N.][A],A,3,1xx
sportsmanship,C,,SA,N,NxNx,SASA,sport[N]+s[N|N.N]+man[N][N]+ship[N|N.][N],N,3,1xx
sportswoman,C,,SAS,N,NxN,SAS,sport[N]+s[N|N.N]+woman[N][N],N,3,1xx
sporty,C,,SA,N,Nx,SA,sport[N]+y[A|N.][A],A,2,1x
spot,M,,S,N,N,S,spot[N],N,1,1
spot,Z,,S,N,N,S,spot[N][V],V,1,1
spot,M,,S,N,B,S,spot[B],ADV,1,1
spot-check,C,,SS,N,NV,SS,spot[N]+check[V][V],V,2,x1
