Word,MorphStatus,Lang,ImmSA,ImmAllo,FlatClass,FlatSA,Flat,Class,SylCnt,StrsPat
acrobatics,C,,SA,N,Nxx,SAA,acrobat[N]+ic[A|N.][A]+s[N|A.][N],N,4,xx1x
acronym,R,,,,,,,N,3,1xx
Acropolis,I,,,,,,,N,4,x1xx
acropolis,M,,S,N,N,S,acropolis[N],N,4,x1xx
across,Z,,S,N,xN,AS,a[P|.N]+cross[N][P][B],ADV,2,x1
across,C,,AS,N,xN,AS,a[P|.N]+cross[N][P],PREP,2,x1
across from,C,,SS,N,xNP,ASS,a[P|.N]+cross[N][P][B]+from[P][P],PREP,3,x1x
acrostic,O,,,,,,,N,3,x1x
acrylic,C,,S,C,AN,SS,acrylic[A]+fibre[N][N][N],N,3,x1x
acrylic,O,,,,,,,A,3,x1x
acrylic fibre,C,,SS,N,AN,SS,acrylic[A]+fibre[N][N],N,5,xxx1x
act,Z,,S,N,V,S,act[V][N],N,1,1
act,M,,S,N,V,S,act[V],V,1,1
act as,C,,SS,N,VB,SS,act[V]+as[B][P][V],V,2,1x
acting,Z,,F,N,V,F,acting[V][N],N,2,1x
acting,Z,,F,N,V,F,acting[V][A],A,2,1x
actinic,C,,SA,N,Nx,SA,actinism[N]+ic[A|N.][A],A,3,x1x
actinism,O,,,,,,,N,4,1xxx
action,C,,SA,N,Vx,SA,act[V]+ion[N|V.][N],N,2,1x
actionable,C,,SA,N,Vxx,SAA,act[V]+ion[N|V.][N]+able[A|N.][A],A,4,1xxx
action painting,C,,SS,N,VxV,SAF,act[V]+ion[N|V.][N]+painting[V][N][N],N,4,1xxx
action stations,I,,,,,,,I,4,1xxx
activate,C,,SA,N,Vxxx,SAAA,act[V]+ion[N|V.][N]+ive[A|N.][A]+ate[V|A.][V],V,3,1xx
activation,C,,SA,N,Vxxxx,SAAAA,act[V]+ion[N|V.][N]+ive[A|N.][A]+ate[V|A.][V]+ion[N|V.][N],N,4,xx1x
active,C,,SA,N,Vxx,SAA,act[V]+ion[N|V.][N]+ive[A|N.][A],A,2,1x
active,C,,S,C,VxxN,SAAS,act[V]+ion[N|V.][N]+ive[A|N.][A]+voice[N][N][N],N,2,1x
actively,C,,SA,N,Vxxx,SAAA,act[V]+ion[N|V.][N]+ive[A|N.][A]+ly[B|A.][B],ADV,3,1xx
active service,C,,SS,N,VxxVx,SAASA,act[V]+ion[N|V.][N]+ive[A|N.][A]+serve[V]+ice[N|V.][N][N],N,4,xx1x
active voice,C,,SS,N,VxxN,SAAS,act[V]+ion[N|V.][N]+ive[A|N.][A]+voice[N][N],N,3,xx1
activist,C,,SA,N,Vxxx,SAAA,act[V]+ion[N|V.][N]+ive[A|N.][A]+ist[N|A.][N],N,3,1xx
activity,C,,SA,N,Vxxx,SAAA,act[V]+ion[N|V.][N]+ive[A|N.][A]+ity[N|A.][N],N,4,x1xx
act of God,I,,,,,,,N,3,xx1
actor,C,,SA,N,Vx,SA,act[V]+or[N|V.][N],N,2,1x
act out,C,,SS,N,VB,SS,act[V]+out[B][V],V,2,x1
actress,C,,SA,N,Vxx,SAA,act[V]+or[N|V.][N]+ess[N|N.][N],N,2,1x
Acts,I,,,,,,,N,1,1
actual,C,,SA,N,Vx,SA,act[V][N]+ual[A|N.][A],A,2,1x
actuality,C,,SA,N,Vxx,SAA,act[V][N]+ual[A|N.][A]+ity[N|A.][N],N,5,xx1xx
actually,C,,SA,N,Vxx,SAA,act[V][N]+ual[A|N.][A]+ly[B|A.][B],ADV,3,1xx
actuarial,C,,SA,N,Nx,SA,actuary[N]+al[A|N.][A],A,4,xx1x
actuary,O,,,,,,,N,3,1xx
actuate,C,,SA,N,Vx,SA,act[V][N]+ate[V|N.][V],V,3,1xx
act up,C,,SS,N,VB,SS,act[V]+up[B][V],V,2,x1
act up to,I,,,,,,,V,3,x1x
acuity,C,,SA,N,Ax,SA,acute[A]+ity[N|A.][N],N,4,x1xx
acumen,M,,S,N,N,S,acumen[N],N,3,1xx
acupuncture,O,,,,,,,N,4,1xxx
acute,M,,S,N,A,S,acute[A],A,2,x1
acutely,C,,SA,N,Ax,SA,acute[A]+ly[B|A.][B],ADV,3,x1x
acuteness,C,,SA,N,Ax,SA,acute[A]+ness[N|A.][N],N,3,x1x
ad,C,,S,C,Vx,SA,advertise[V]+ment[N|V.][N][N],N,1,1
AD,I,,,,,,,,2,x1
adage,O,,,,,,,N,2,1x
adagio,Z,,S,N,A,S,adagio[A][N],N,4,x1xx
adagio,U,,,,,,,A,4,x1xx
adagio,Z,,S,N,A,S,adagio[A][B],ADV,4,x1xx
Adam,I,,,,,,,N,2,1x
adamancy,C,,SA,N,Ax,SA,adamant[A]+ancy[N|A.][N],N,4,1xxx
adamant,Z,,S,N,A,S,adamant[A][N],N,3,1xx
adamant,O,,,,,,,A,3,1xx
adamantine,C,,SA,N,Ax,SA,adamant[A]+ine[A|A.][A],A,4,xx1x
adamantly,C,,SA,N,Ax,SA,adamant[A]+ly[B|A.][B],ADV,4,1xxx
Adam's apple,C,,SAS,N,NxN,SAS,Adam[N]+s[N|N.N]+apple[N][N],N,4,xx1x
adapt,R,,,,,,,V,2,x1
adaptability,C,,SA,N,Vxx,SAA,adapt[V]+able[A|V.][A]+ity[N|A.][N],N,6,xxx1xx
adaptable,C,,SA,N,Vx,SA,adapt[V]+able[A|V.][A],A,4,x1xx
adaptation,C,,SA,N,Vx,SA,adapt[V]+ation[N|V.][N],N,4,xx1x
adapter,C,,SA,N,Vx,SA,adapt[V]+er[N|V.][N],N,3,x1x
ADC,I,,,,,,,,3,xx1
add,M,,S,N,V,S,add[V],V,1,1
addendum,R,,,,,,,N,3,x1x
adder,R,,,,,,,N,2,1x
addict,Z,,S,N,V,S,addict[V][N],N,2,1x
addict,O,,,,,,,V,2,x1
addiction,C,,SA,N,Vx,SA,addict[V]+ion[N|V.][N],N,3,x1x
addictive,C,,SA,N,Vxx,SAA,addict[V]+ion[N|V.][N]+ive[A|N.][A],A,3,x1x
adding-machine,C,,FS,N,VN,FS,adding[V]+machine[N][N],N,4,1xxx
addition,C,,SA,N,Vx,SA,add[V]+ition[N|V.][N],N,3,x1x
additional,C,,SA,N,Vxx,SAA,add[V]+ition[N|V.][N]+al[A|N.][A],A,4,x1xx
additional,C,,SA,N,Vxx,SAA,add[V]+ition[N|V.][N]+al[O|N.][O],PRON,4,x1xx
additionally,C,,SA,N,Vxxx,SAAA,add[V]+ition[N|V.][N]+al[A|N.][A]+ly[B|A.][B],ADV,5,x1xxx
additive,C,,SA,N,Vxx,SAA,add[V]+ition[N|V.][N]+ive[N|N.][N],N,3,1xx
addle,M,,S,N,V,S,addle[V],V,2,1x
addle-brained,C,,SSA,N,VNx,SSA,addle[V]+brain[N]+ed[A|VN.][A],A,3,1xx
addle-head,C,,SS,N,VN,SS,addle[V]+head[N][N],N,3,1xx
addle-pated,C,,SSA,N,VNx,SSA,addle[V]+pate[N]+ed[A|VN.][A],A,4,1xxx
address,Z,,S,N,V,S,address[V][N],N,2,x1
address,M,,S,N,V,S,address[V],V,2,x1
addressee,C,,SA,N,Vx,SA,address[V]+ee[N|V.][N],N,3,xx1
Addressograph,Z,,S,N,N,S,Addressograph[N][N],N,4,x1xx
Addressograph,I,,,,,,,N,4,x1xx
add to,C,,SS,N,VP,SS,add[V]+to[P][V],V,2,1x
adduce,O,,,,,,,V,2,x1
add up,C,,SS,N,VB,SS,add[V]+up[B][V],V,2,x1
add up to,I,,,,,,,V,3,x1x
adenoidal,C,,SA,N,Nx,SA,adenoids[N]+al[A|N.][A],A,4,xx1x
adenoidally,C,,SA,N,Nxx,SAA,adenoids[N]+al[A|N.][A]+ly[B|A.][B],ADV,5,xx1xx
adenoids,R,,,,,,,N,3,1xx
adept,Z,,S,N,A,S,adept[A][N],N,2,1x
adept,M,,S,N,A,S,adept[A],A,2,1x
adeptly,C,,SA,N,Ax,SA,adept[A]+ly[B|A.][B],ADV,2,1x
adequacy,C,,SA,N,Ax,SA,adequate[A]+cy[N|A.][N],N,4,1xxx
adequate,R,,,,,,,A,3,1xx
adequately,C,,SA,N,Ax,SA,adequate[A]+ly[B|A.][B],ADV,4,1xxx
adhere,O,,,,,,,V,2,x1
adherence,C,,SA,N,Vxx,SAA,adhere[V]+ent[A|V.][A]+ence[N|A.][N],N,3,x1x
adherent,Z,,S,N,Vx,SA,adhere[V]+ent[A|V.][A][N],N,3,x1x
adherent,C,,SA,N,Vx,SA,adhere[V]+ent[A|V.][A],A,3,x1x
adhere to,C,,SS,N,VP,SS,adhere[V]+to[P][V],V,3,x1x
adhesion,C,,SA,N,Vx,SA,adhere[V]+ion[N|V.][N],N,3,x1x
adhesive,Z,,S,N,Vxx,SAA,adhere[V]+ion[N|V.][N]+ive[A|N.][A][N],N,3,x1x
adhesive,C,,SA,N,Vxx,SAA,adhere[V]+ion[N|V.][N]+ive[A|N.][A],A,3,x1x
ad hoc,U,,,,,,,ADV,2,x1
ad hoc,Z,,S,N,B,S,ad hoc[B][A],A,2,x1
adieu,Z,F,S,N,I,S,adieu[I][N],N,2,x1
adieu,I,F,,,,,,I,2,x1
ad infinitum,U,,,,,,,ADV,5,xxx1x
ad interim,U,,,,,,,ADV,4,x1xx
adipose,R,,,,,,,A,3,1xx
adj,I,,,,,,,,3,1xx
adjacent,O,,,,,,,A,3,x1x
adjectival,C,,SA,N,Nx,SA,adjective[N]+al[A|N.][A],A,4,xx1x
adjectivally,C,,SA,N,Nxx,SAA,adjective[N]+al[A|N.][A]+ly[B|A.][B],ADV,5,xx1xx
adjective,R,,,,,,,N,3,1xx
adjoin,C,,AS,N,xV,AS,ad[V|.V]+join[V][V],V,2,x1
adjoining,Z,,F,N,V,F,adjoining[V][A],A,3,x1x
adjourn,R,,,,,,,V,2,x1
adjournment,C,,SA,N,Vx,SA,adjourn[V]+ment[N|V.][N],N,3,x1x
adjudge,C,,AS,N,xV,AS,ad[V|.V]+judge[V][V],V,2,x1
adjudicate,O,,,,,,,V,4,x1xx
adjudication,C,,SA,N,Vx,SA,adjudicate[V]+ion[N|V.][N],N,5,xxx1x
adjudicator,C,,SA,N,Vx,SA,adjudicate[V]+or[N|V.][N],N,5,x1xxx
adjunct,R,,,,,,,N,2,1x
adjuration,C,,SA,N,Vx,SA,adjure[V]+ation[N|V.][N],N,4,xx1x
adjure,R,,,,,,,V,2,x1
adjust,R,,,,,,,V,2,x1
adjustable,C,,SA,N,Vx,SA,adjust[V]+able[A|V.][A],A,4,x1xx
adjuster,C,,SA,N,Vx,SA,adjust[V]+er[N|V.][N],N,3,x1x
adjustment,C,,SA,N,Vx,SA,adjust[V]+ment[N|V.][N],N,3,x1x
adjutant,O,,,,,,,N,3,1xx
ad lib,U,,,,,,,ADV,2,x1
ad-lib,Z,,S,N,B,S,ad lib[B][V],V,2,x1
ad-lib,Z,,S,N,B,S,ad lib[B][A],A,2,x1
ad libitum,U,,,,,,,ADV,4,x1xx
adman,C,,SS,N,VxN,SAS,advertise[V]+ment[N|V.][N][N]+man[N][N],N,2,1x
admass,C,B,SS,N,VxN,SAS,advertise[V]+ment[N|V.][N][N]+mass[N][N],N,2,1x
administer,C,,AS,N,xNP,ASS,ad[V|.V]+minister[N]+to[P][V][V],V,4,x1xx
administer to,C,,SS,N,xNPP,ASSS,ad[V|.V]+minister[N]+to[P][V][V]+to[P][V],V,5,x1xxx
administration,C,,SA,N,xNPx,ASSA,ad[V|.V]+minister[N]+to[P][V][V]+ation[N|V.][N],N,5,xxx1x
administrative,C,,SA,N,xNPxx,ASSAA,ad[V|.V]+minister[N]+to[P][V][V]+ation[N|V.][N]+ive[A|N.][A],A,5,x1xxx
administratively,C,,SA,N,xNPxxx,ASSAAA,ad[V|.V]+minister[N]+to[P][V][V]+ation[N|V.][N]+ive[A|N.][A]+ly[B|A.][B],ADV,6,x1xxxx
administrator,C,,SA,N,xNPx,ASSA,ad[V|.V]+minister[N]+to[P][V][V]+ator[N|V.][N],N,5,x1xxx
admirable,C,,SA,N,Vx,SA,admire[V]+able[A|V.][A],A,4,1xxx
admirably,C,,SA,N,Vxx,SAA,admire[V]+able[A|V.][A]+ly[B|A.][B],ADV,4,1xxx
admiral,M,,S,N,N,S,admiral[N],N,3,1xx
admiralty,C,,SA,N,Nx,SA,admiral[N]+ty[N|N.][N],N,4,1xxx
admiration,C,,SA,N,Vx,SA,admire[V]+ation[N|V.][N],N,4,xx1x
admire,R,,,,,,,V,3,x1x
admirer,C,,SA,N,Vx,SA,admire[V]+er[N|V.][N],N,4,x1xx
admiring,Z,,F,N,V,F,admiring[V][A],A,4,x1xx
admiringly,C,,SA,N,Vx,FA,admiring[V][A]+ly[B|A.][B],ADV,5,x1xxx
admissibility,C,,SA,N,Vxx,SAA,admit[V]+ible[A|V.][A]+ity[N|A.][N],N,6,xxx1xx
admissible,C,,SA,N,Vx,SA,admit[V]+ible[A|V.][A],A,4,x1xx
admission,C,,SA,N,Vx,SA,admit[V]+ion[N|V.][N],N,3,x1x
admit,R,,,,,,,V,2,x1
admit of,C,,SS,N,VP,SS,admit[V]+of[P][V],V,3,x1x
admittance,C,,SA,N,Vx,SA,admit[V]+ance[N|V.][N],N,3,x1x
admitted,Z,,F,N,V,F,admitted[V][A],A,3,x1x
admittedly,C,,SAA,N,Vxx,SAA,admit[V]+ed[B|V.x]+ly[B|Vx.][B],ADV,4,x1xx
admix,C,,AS,N,xV,AS,ad[V|.V]+mix[V][V],V,2,x1
admixture,C,,AS,N,xVx,ASA,ad[N|.N]+mix[V]+ure[N|V.][N][N],N,3,x1x
admonish,R,,,,,,,V,3,x1x
admonishing,Z,,F,N,V,F,admonishing[V][A],A,4,x1xx
admonishingly,C,,SA,N,Vx,FA,admonishing[V][A]+ly[B|A.][B],ADV,5,x1xxx
admonition,C,,SA,N,Vx,SA,admonish[V]+ion[N|V.][N],N,4,xx1x
admonitory,C,,SA,N,Vxx,SAA,admonish[V]+ion[N|V.][N]+ory[A|N.][A],A,5,x1xxx
ad nauseam,U,,,,,,,ADV,4,x1xx
ado,C,,AS,N,xV,AS,a[N|.V]+do[V][N],N,2,x1
adobe,M,,S,N,N,S,adobe[N],N,3,x1x
adolescence,C,,SA,N,Ax,SA,adolescent[A]+ence[N|A.][N],N,4,xx1x
adolescent,Z,,S,N,A,S,adolescent[A][N],N,4,xx1x
adolescent,O,,,,,,,A,4,xx1x
adopt,C,,AS,N,xV,AS,ad[V|.V]+opt for[V][V],V,2,x1
adoption,C,,SA,N,xVx,ASA,ad[V|.V]+opt for[V][V]+ion[N|V.][N],N,3,x1x
adoptive,C,,SA,N,xVxx,ASAA,ad[V|.V]+opt for[V][V]+ion[N|V.][N]+ive[A|N.][A],A,3,x1x
adorable,C,,SA,N,Vx,SA,adore[V]+able[A|V.][A],A,4,x1xx
adorably,C,,SA,N,Vxx,SAA,adore[V]+able[A|V.][A]+ly[B|A.][B],ADV,4,x1xx
adoration,C,,SA,N,Vx,SA,adore[V]+ation[N|V.][N],N,4,xx1x
adore,M,,S,N,V,S,adore[V],V,2,x1
adorer,C,,SA,N,Vx,SA,adore[V]+er[N|V.][N],N,3,x1x
adoring,Z,,F,N,V,F,adoring[V][A],A,3,x1x
adoringly,C,,SA,N,Vx,FA,adoring[V][A]+ly[B|A.][B],ADV,4,x1xx
adorn,M,,S,N,V,S,adorn[V],V,2,x1
adornment,C,,SA,N,Vx,SA,adorn[V]+ment[N|V.][N],N,3,x1x
adrenal,C,,AS,N,xA,AS,ad[A|.A]+renal[A][A],A,3,x1x
adrenalin,C,,SA,N,xAx,ASA,ad[A|.A]+renal[A][A]+in[N|A.][N],N,4,x1xx
adrift,Z,,S,N,xV,AS,a[B|.V]+drift[V][B][A],A,2,x1
adrift,C,,AS,N,xV,AS,a[B|.V]+drift[V][B],ADV,2,x1
adroit,U,,,,,,,A,2,x1
adroitly,C,,SA,N,Ax,SA,adroit[A]+ly[B|A.][B],ADV,3,x1x
adroitness,C,,SA,N,Ax,SA,adroit[A]+ness[N|A.][N],N,3,x1x
adulate,O,,,,,,,V,3,1xx
adulation,C,,SA,N,Vx,SA,adulate[V]+ion[N|V.][N],N,4,xx1x
adulator,C,,SA,N,Vx,SA,adulate[V]+or[N|V.][N],N,4,1xxx
adulatory,C,,SA,N,Vx,SA,adulate[V]+ory[A|V.][A],A,5,1xxxx
adult,Z,,S,N,A,S,adult[A][N],N,2,1x
adult,M,,S,N,A,S,adult[A],A,2,1x
adult education,C,,SS,N,AVx,SSA,adult[A][N]+educate[V]+ion[N|V.][N][N],N,6,xxxx1x
adulterant,C,,SA,N,Nxxx,SAAA,adulterer[N]+ery[N|N.][N]+ate[V|N.][V]+ant[N|V.][N],N,4,x1xx
adulterate,C,,SA,N,Nxx,SAA,adulterer[N]+ery[N|N.][N]+ate[V|N.][V],V,4,x1xx
adulteration,C,,SA,N,Nxxx,SAAA,adulterer[N]+ery[N|N.][N]+ate[V|N.][V]+ion[N|V.][N],N,5,xxx1x
adulterer,O,,,,,,,N,4,x1xx
adulteress,C,,SA,N,Nx,SA,adulterer[N]+ess[N|N.][N],N,4,x1xx
adulterous,C,,SA,N,Nxx,SAA,adulterer[N]+ery[N|N.][N]+ous[A|N.][A],A,4,x1xx
adultery,C,,SA,N,Nx,SA,adulterer[N]+ery[N|N.][N],N,4,x1xx
adulthood,C,,SA,N,Ax,SA,adult[A][N]+hood[N|N.][N],N,3,1xx
adumbrate,O,,,,,,,V,3,1xx
adumbration,C,,SA,N,Vx,SA,adumbrate[V]+ion[N|V.][N],N,4,xx1x
adv,I,,,,,,,,2,1x
ad valorem,U,,,,,,,ADV,4,xx1x
advance,Z,,S,N,V,S,advance[V][N],N,2,x1
advance,R,,,,,,,V,2,x1
advanced,Z,,F,N,V,F,advanced[V][A],A,2,x1
advanced level,C,,SS,N,VN,FS,advanced[V][A]+level[N][N],N,4,x1xx
advancement,C,,SA,N,Vx,SA,advance[V]+ment[N|V.][N],N,3,x1x
advances,Z,,F,N,N,F,advances[N][N],N,3,x1x
advantage,C,,SA,N,Vx,SA,advance[V]+age[N|V.][N],N,3,x1x
advantage,Z,,S,N,Vx,SA,advance[V]+age[N|V.][N][V],V,3,x1x
advantageous,C,,SA,N,Vxx,SAA,advance[V]+age[N|V.][N]+ous[A|N.][A],A,4,xx1x
advantageously,C,,SA,N,Vxxx,SAAA,advance[V]+age[N|V.][N]+ous[A|N.][A]+ly[B|A.][B],ADV,5,xx1xx
advent,R,,,,,,,N,2,1x
Advent,R,,,,,,,N,2,1x
Adventist,C,,SA,N,Nx,SA,Advent[N]+ist[N|N.][N],N,3,1xx
adventitious,O,,,,,,,A,4,xx1x
adventitiously,C,,SA,N,Ax,SA,adventitious[A]+ly[B|A.][B],ADV,5,xx1xx
adventure,C,,AS,N,xV,AS,ad[N|.N]+venture[V][N][N],N,3,x1x
adventure,Z,,S,N,xV,AS,ad[N|.N]+venture[V][N][N][V],V,3,x1x
adventurer,C,,SA,N,xVx,ASA,ad[N|.N]+venture[V][N][N]+er[N|N.][N],N,4,x1xx
adventuresome,C,,SA,N,xVx,ASA,ad[N|.N]+venture[V][N][N]+some[A|N.][A],A,4,x1xx
adventuress,C,,SA,N,xVxx,ASAA,ad[N|.N]+venture[V][N][N]+er[N|N.][N]+ess[N|N.][N],N,4,x1xx
adventurous,C,,SA,N,xVx,ASA,ad[N|.N]+venture[V][N][N]+ous[A|N.][A],A,4,x1xx
adventurously,C,,SA,N,xVxx,ASAA,ad[N|.N]+venture[V][N][N]+ous[A|N.][A]+ly[B|A.][B],ADV,5,x1xxx
adverb,C,,AS,N,xN,AS,ad[N|.N]+verb[N][N],N,2,1x
adverbial,C,,SA,N,xNx,ASA,ad[N|.N]+verb[N][N]+ial[A|N.][A],A,3,x1x
adverbial,C,,SA,N,xNx,ASA,ad[N|.N]+verb[N][N]+ial[N|N.][N],N,3,x1x
adverbially,C,,SA,N,xNxx,ASAA,ad[N|.N]+verb[N][N]+ial[A|N.][A]+ly[B|A.][B],ADV,4,x1xx
adversary,C,,SA,N,Ax,SA,adverse[A]+ary[N|A.][N],N,4,1xxx
adverse,R,,,,,,,A,2,1x
adversely,C,,SA,N,Ax,SA,adverse[A]+ly[B|A.][B],ADV,3,1xx
adversity,C,,SA,N,Ax,SA,adverse[A]+ity[N|A.][N],N,4,x1xx
advert,C,,S,C,Vx,SA,advertise[V]+ment[N|V.][N][N],N,2,1x
advertence,C,,SA,N,Ax,SA,advertent[A]+ence[N|A.][N],N,3,x1x
advertent,O,,,,,,,A,3,x1x
advertise,O,,,,,,,V,3,1xx
advertisement,C,,SA,N,Vx,SA,advertise[V]+ment[N|V.][N],N,4,x1xx
advertiser,C,,SA,N,Vx,SA,advertise[V]+er[N|V.][N],N,4,1xxx
advertising,Z,,F,N,V,F,advertising[V][N],N,4,1xxx
advert to,O,,,,,,,V,3,x1x
advice,Z,,S,Z,V,S,advise[V][N],N,2,x1
advisability,C,,SA,N,Vxx,SAA,advise[V]+able[A|V.][A]+ity[N|A.][N],N,6,xxx1xx
advisable,C,,SA,N,Vx,SA,advise[V]+able[A|V.][A],A,4,x1xx
advise,R,,,,,,,V,2,x1
advisedly,C,,SAA,N,Vxx,SAA,advise[V]+ed[B|V.x]+ly[B|Vx.][B],ADV,4,x1xx
adviser,C,,SA,N,Vx,SA,advise[V]+er[N|V.][N],N,3,x1x
advisory,C,,SA,N,Vx,SA,advise[V]+ory[A|V.][A],A,4,x1xx
advocacy,C,,SA,N,Vx,SA,advocate[V][N]+cy[N|N.][N],N,4,1xxx
advocate,Z,,S,N,V,S,advocate[V][N],N,3,1xx
advocate,O,,,,,,,V,3,1xx
advowson,R,,,,,,,N,3,x1x
adze,M,,S,N,N,S,adze[N],N,1,1
aegis,M,,S,N,N,S,aegis[N],N,2,1x
aeon,M,,S,N,N,S,aeon[N],N,2,1x
aerate,O,,,,,,,V,3,1xx
aeration,C,,SA,N,Vx,SA,aerate[V]+ion[N|V.][N],N,4,xx1x
aerial,Z,,S,N,A,S,aerial[A][N],N,2,1x
aerial,O,,,,,,,A,2,1x
aerially,C,,SA,N,Ax,SA,aerial[A]+ly[B|A.][B],ADV,3,1xx
aerobatic,O,,,,,,,A,4,xx1x
aerobatics,C,,SA,N,Ax,SA,aerobatic[A]+s[N|A.][N],N,4,xx1x
aerodrome,C,,AA,N,xx,AA,aero[N|.x]+drome[N|x.][N],N,3,1xx
aerodynamic,C,,AS,N,xA,AS,aero[A|.A]+dynamic[A][A],A,5,xxx1x
aerodynamically,C,,SA,N,xAx,ASA,aero[A|.A]+dynamic[A][A]+ally[B|A.][B],ADV,6,xxx1xx
aerodynamics,C,,SA,N,xAx,ASA,aero[A|.A]+dynamic[A][A]+s[N|A.][N],N,5,xxx1x
aeronaut,O,,,,,,,N,3,1xx
aeronautic,C,,SA,N,Nx,SA,aeronaut[N]+ic[A|N.][A],A,4,xx1x
aeronautical,C,,SA,N,Nx,SA,aeronaut[N]+ical[A|N.][A],A,5,xx1xx
aeronautics,C,,SA,N,Nxx,SAA,aeronaut[N]+ic[A|N.][A]+s[N|A.][N],N,4,xx1x
aeroplane,C,B,AS,N,xN,AS,aero[N|.N]+plane[N][N],N,3,1xx
aerosol,C,,AS,N,xVx,ASA,aero[N|.N]+solve[V]+ution[N|V.][N][N],N,3,1xx
aerospace,C,,AS,N,xN,AS,aero[N|.N]+space[N][N],N,3,1xx
aertex,M,B,S,N,N,S,aertex[N],N,2,1x
aesthete,O,,,,,,,N,2,1x
aesthetic,C,,SA,N,Nx,SA,aesthete[N]+ic[A|N.][A],A,3,x1x
aesthetic,C,,SA,N,Nx,SA,aesthete[N]+ic[N|N.][N],N,3,x1x
aesthetical,C,,SA,N,Nx,SA,aesthete[N]+ical[A|N.][A],A,4,x1xx
aesthetically,C,,SA,N,Nxx,SAA,aesthete[N]+ic[A|N.][A]+ally[B|A.][B],ADV,5,x1xxx
aesthetics,C,,SA,N,Nxx,SAA,aesthete[N]+ic[A|N.][A]+s[N|A.][N],N,3,x1x
aetiological,C,,SA,N,Nx,SA,aetiology[N]+ical[A|N.][A],A,5,xx1xx
aetiologically,C,,SA,N,Nxx,SAA,aetiology[N]+ical[A|N.][A]+ly[B|A.][B],ADV,6,xx1xxx
aetiology,O,,,,,,,N,5,xx1xx
afar,C,,AS,N,xB,AS,a[B|.B]+far[B][B],ADV,2,x1
affability,C,,SA,N,Ax,SA,affable[A]+ity[N|A.][N],N,5,xx1xx
affable,O,,,,,,,A,3,1xx
affably,C,,SA,N,Ax,SA,affable[A]+ly[B|A.][B],ADV,3,1xx
affair,M,,S,N,N,S,affair[N],N,2,x1
affect,R,,,,,,,V,2,x1
affectation,C,,SA,N,Vx,SA,affect[V]+ation[N|V.][N],N,4,xx1x
affected,Z,,F,N,V,F,affected[V][A],A,3,x1x
affectedly,C,,SA,N,Vx,FA,affected[V][A]+ly[B|A.][B],ADV,4,x1xx
affectedness,C,,SA,N,Vx,FA,affected[V][A]+ness[N|A.][N],N,4,x1xx
affecting,Z,,F,N,V,F,affecting[V][A],A,3,x1x
affectingly,C,,SA,N,Vx,FA,affecting[V][A]+ly[B|A.][B],ADV,4,x1xx
affection,C,,SA,N,Vx,SA,affect[V]+ion[N|V.][N],N,3,x1x
affectionate,C,,SA,N,Vxx,SAA,affect[V]+ion[N|V.][N]+ate[A|N.][A],A,3,x1x
affectionately,C,,SA,N,Vxxx,SAAA,affect[V]+ion[N|V.][N]+ate[A|N.][A]+ly[B|A.][B],ADV,4,x1xx
affiance,O,,,,,,,V,3,x1x
affidavit,M,,S,N,N,S,affidavit[N],N,4,xx1x
affiliate,O,,,,,,,V,4,x1xx
affiliation,C,,SA,N,Vx,SA,affiliate[V]+ion[N|V.][N],N,5,xxx1x
affiliation order,C,,SS,N,VxV,SAS,affiliate[V]+ion[N|V.][N]+order[V][N][N],N,7,xxx1xxx
affine,O,,,,,,,A,2,1x
affinity,C,,SA,N,Ax,SA,affine[A]+ity[N|A.][N],N,4,x1xx
affirm,C,,AS,N,xA,AS,af[V|.A]+firm[A][V],V,2,x1
affirmation,C,,SA,N,xAx,ASA,af[V|.A]+firm[A][V]+ation[N|V.][N],N,4,xx1x
affirmative,Z,,S,N,xAxx,ASAA,af[V|.A]+firm[A][V]+ation[N|V.][N]+ive[A|N.][A][N],N,4,x1xx
affirmative,C,,SA,N,xAxx,ASAA,af[V|.A]+firm[A][V]+ation[N|V.][N]+ive[A|N.][A],A,4,x1xx
affirmatively,C,,SA,N,xAxxx,ASAAA,af[V|.A]+firm[A][V]+ation[N|V.][N]+ive[A|N.][A]+ly[B|A.][B],ADV,5,x1xxx
affix,C,,AS,N,xV,AS,af[N|.V]+fix[V][N],N,2,1x
affix,Z,,S,N,xV,AS,af[N|.V]+fix[V][N][V],V,2,x1
afflatus,M,,S,N,N,S,afflatus[N],N,3,x1x
afflict,R,,,,,,,V,2,x1
affliction,C,,SA,N,Vx,SA,afflict[V]+ion[N|V.][N],N,3,x1x
affluence,C,,SA,N,Ax,SA,affluent[A]+ence[N|A.][N],N,2,1x
affluent,R,,,,,,,A,2,1x
affluent,Z,,S,N,A,S,affluent[A][N],N,3,1xx
afford,R,,,,,,,V,2,x1
afforest,C,,AS,N,xN,AS,af[V|.N]+forest[N][V],V,3,x1x
afforestation,C,,SA,N,xNx,ASA,af[V|.N]+forest[N][V]+ation[N|V.][N],N,5,xxx1x
affranchise,R,,,,,,,V,3,x1x
affray,M,,S,N,N,S,affray[N],N,2,x1
affricate,R,,,,,,,N,3,1xx
affront,Z,,S,N,xN,AS,af[V|.N]+front[N][V][N],N,2,x1
affront,C,,AS,N,xN,AS,af[V|.N]+front[N][V],V,2,x1
Afghan,Z,,S,N,A,S,Afghan[A][N],N,2,1x
